_id,Pred
32187,32.0
32188,13.0
32189,17.0
32190,29.685667037963867
32191,29.83955955505371
32192,28.68596839904785
32193,28.685359954833984
32194,28.816608428955078
32195,28.997440338134766
32196,27.80805206298828
32197,27.786897659301758
32198,27.829387664794922
32199,27.95854949951172
32200,27.561553955078125
32201,26.787277221679688
32202,27.151626586914062
32203,26.477529525756836
32204,26.050779342651367
32205,26.53360366821289
32206,29.064794540405273
32207,29.571090698242188
32208,29.939403533935547
32209,30.332130432128906
32210,33.27785873413086
32211,34.6107063293457
32212,35.817665100097656
32213,42.14800262451172
32214,32.79962921142578
32215,26.53592300415039
32216,28.237972259521484
32217,26.8812255859375
32218,27.8781681060791
32219,28.16800880432129
32220,27.863569259643555
32221,26.21478843688965
32222,25.018136978149414
32223,24.5311336517334
32224,22.951364517211914
32225,22.37145233154297
32226,22.53150177001953
32227,24.523208618164062
32228,24.580347061157227
32229,24.397794723510742
32230,24.260286331176758
32231,24.160934448242188
32232,23.90625762939453
32233,23.555253982543945
32234,23.355388641357422
32235,22.931718826293945
32236,22.700742721557617
32237,22.466571807861328
32238,22.2271728515625
32239,5.932338237762451
32240,5.969037055969238
32241,6.00407075881958
32242,6.03986930847168
32243,6.078544616699219
32244,6.197056770324707
32245,6.1893768310546875
32246,6.269773483276367
32247,6.2243971824646
32248,6.197833061218262
32249,5.828372478485107
32250,5.775345802307129
32251,5.873472213745117
32252,6.064270496368408
32253,5.985076427459717
32254,6.012783050537109
32255,6.327054023742676
32256,6.341586589813232
32257,6.30372428894043
32258,6.744170665740967
32259,6.96021842956543
32260,7.211795330047607
32261,7.538308620452881
32262,7.888131618499756
32263,8.310417175292969
32264,8.574934959411621
32265,7.758403778076172
32266,5.64721155166626
32267,5.410333156585693
32268,5.461615085601807
32269,5.176932334899902
32270,5.309127330780029
32271,5.721948146820068
32272,5.835345268249512
32273,5.692282676696777
32274,5.719826698303223
32275,5.594542980194092
32276,5.482255935668945
32277,5.3984856605529785
32278,5.380855560302734
32279,5.378705024719238
32280,5.391371726989746
32281,5.413877964019775
32282,5.299378395080566
32283,5.228592872619629
32284,5.404406547546387
32285,5.380075454711914
32286,5.166330814361572
32287,4.994943141937256
32288,4.991564750671387
32289,4.987266540527344
32290,4.984055995941162
32291,3.5590310096740723
32292,3.565185546875
32293,3.5726659297943115
32294,3.582163095474243
32295,3.5928492546081543
32296,3.6034722328186035
32297,3.4791743755340576
32298,3.34975266456604
32299,3.322176933288574
32300,3.1883978843688965
32301,3.0072264671325684
32302,3.0703296661376953
32303,3.08935809135437
32304,3.1095902919769287
32305,3.032769203186035
32306,3.119847536087036
32307,2.968553304672241
32308,2.937734365463257
32309,2.9662115573883057
32310,2.992612361907959
32311,3.1748130321502686
32312,3.3711395263671875
32313,3.4084787368774414
32314,3.7281901836395264
32315,3.813072681427002
32316,3.8480992317199707
32317,3.8686015605926514
32318,3.873703956604004
32319,3.272677183151245
32320,3.196483612060547
32321,3.19199538230896
32322,3.181735038757324
32323,3.3424527645111084
32324,3.329772710800171
32325,3.3111486434936523
32326,3.2915401458740234
32327,3.268392324447632
32328,3.2000725269317627
32329,3.148391008377075
32330,3.0753369331359863
32331,3.023982286453247
32332,2.968752384185791
