_id,Pred
32187,64.75
32188,66.58
32189,75.1
32190,68.89
32191,61.24
32192,61.52
32193,58.93
32194,61.67
32195,60.93
32196,47.11
32197,27.47
32198,18.47
32199,13.99
32200,13.74
32201,16.79
32202,20.56
32203,15.83
32204,13.36
32205,7.75
32206,10.85
32207,10.3
32208,19.51
32209,15.1
32210,22.41
32211,27.69
32212,25.38
32213,23.83
32214,22.15
32215,12.75
32216,12.4
32217,16.58
32218,20.88
32219,20.72
32220,17.82
32221,15.85
32222,21.17
32223,29.23
32224,42.05
32225,54.04
32226,54.68
32227,80.02
32228,97.54
32229,101.59
32230,146.16
32231,140.6
32232,110.85
32233,99.31
32234,89.81
32235,75.59
32236,67.15
32237,55.99
32238,40.71
32239,4.26
32240,7.22
32241,10.35
32242,12.98
32243,13.56
32244,15.25
32245,14.79
32246,10.51
32247,8.79
32248,7.19
32249,7.01
32250,3.84
32251,2.88
32252,3.03
32253,2.21
32254,6.2
32255,7.29
32256,3.23
32257,2.2
32258,3.0
32259,7.46
32260,6.86
32261,3.07
32262,2.25
32263,2.91
32264,2.83
32265,3.04
32266,2.24
32267,2.71
32268,3.11
32269,2.53
32270,1.37
32271,2.8
32272,6.51
32273,5.07
32274,3.77
32275,5.34
32276,3.67
32277,6.44
32278,6.77
32279,8.05
32280,8.87
32281,12.27
32282,19.55
32283,24.29
32284,23.09
32285,18.89
32286,9.34
32287,9.03
32288,8.53
32289,7.18
32290,7.07
32291,3.04
32292,3.49
32293,9.22
32294,6.79
32295,4.75
32296,4.09
32297,3.58
32298,2.75
32299,2.55
32300,1.84
32301,2.62
32302,1.09
32303,2.08
32304,2.07
32305,2.55
32306,3.36
32307,4.74
32308,7.1
32309,7.33
32310,7.66
32311,2.64
32312,7.38
32313,2.83
32314,2.27
32315,6.16
32316,5.4
32317,4.13
32318,2.0
32319,2.26
32320,6.16
32321,5.4
32322,6.26
32323,2.36
32324,6.3
32325,3.1
32326,1.43
32327,4.24
32328,1.61
32329,2.32
32330,3.81
32331,4.73
32332,7.2
32333,9.81
32334,18.34
32335,17.81
32336,13.54
32337,9.84
32338,8.03
32339,6.13
32340,6.09
32341,5.99
32342,4.48
32343,2.8
32344,2.15
32345,2.97
32346,4.28
32347,5.83
32348,6.19
32349,3.4
32350,3.62
32351,3.18
32352,1.63
32353,2.03
32354,1.49
32355,3.76
32356,1.87
32357,1.72
32358,2.81
32359,6.41
32360,4.68
32361,5.13
32362,7.42
32363,5.76
32364,5.1
32365,7.21
32366,6.88
32367,4.0
32368,6.22
32369,7.02
32370,3.41
32371,5.9
32372,3.41
32373,6.22
32374,6.85
32375,5.0
32376,3.95
32377,6.02
32378,4.05
32379,2.93
32380,5.74
32381,1.8
32382,1.35
32383,1.31
32384,1.43
32385,1.95
32386,2.65
32387,4.1
32388,3.95
32389,4.05
32390,4.92
32391,6.5
32392,6.67
32393,3.49
32394,2.54
32395,2.62
32396,6.25
32397,3.95
32398,6.44
32399,6.59
32400,5.73
32401,4.81
32402,4.02
32403,2.24
32404,3.74
32405,3.32
32406,5.73
32407,3.16
32408,2.33
32409,5.2
32410,2.83
32411,1.58
32412,1.45
32413,2.31
32414,7.4
32415,7.81
32416,7.08
32417,2.06
32418,1.44
32419,3.99
32420,5.5
32421,2.24
32422,2.73
32423,1.48
32424,2.89
32425,6.35
32426,2.76
32427,2.87
32428,5.26
32429,2.75
32430,2.21
32431,6.75
32432,2.64
32433,5.1
32434,6.33
32435,6.05
32436,6.32
32437,8.48
32438,10.32
32439,12.31
32440,6.18
32441,4.78
32442,4.68
32443,2.75
32444,2.67
32445,1.57
32446,1.22
32447,2.28
32448,5.62
32449,6.6
32450,3.54
32451,6.01
32452,2.38
32453,2.83
32454,6.29
32455,4.31
32456,3.79
32457,3.57
32458,1.12
32459,3.18
32460,7.14
32461,7.64
32462,7.88
32463,7.94
32464,7.93
32465,7.94
32466,7.24
32467,7.33
32468,2.47
32469,1.59
32470,1.59
32471,7.02
32472,7.54
32473,7.54
32474,6.7
32475,6.33
32476,3.59
32477,6.15
32478,6.47
32479,7.24
32480,7.88
32481,7.37
32482,5.95
32483,7.47
32484,4.2
32485,2.32
32486,2.38
32487,3.45
32488,3.59
32489,3.28
32490,5.1
32491,2.88
32492,2.41
32493,2.82
32494,3.91
32495,1.9
32496,1.71
32497,1.93
32498,1.88
32499,2.59
32500,4.8
32501,5.55
32502,6.13
32503,4.74
32504,3.42
32505,6.1
32506,3.12
32507,2.42
32508,2.71
32509,4.09
32510,1.28
32511,6.37
32512,3.24
32513,6.67
32514,6.78
32515,7.44
32516,7.23
32517,7.53
32518,7.49
32519,6.89
32520,3.1
32521,5.64
32522,2.94
32523,3.81
32524,4.16
32525,6.51
32526,6.98
32527,5.72
32528,7.01
32529,3.52
32530,1.54
32531,1.81
32532,2.59
32533,2.77
32534,2.04
32535,5.8
32536,6.44
32537,4.04
32538,3.61
32539,4.0
32540,3.68
32541,4.7
32542,7.01
32543,10.37
32544,9.8
32545,11.35
32546,10.43
32547,3.76
32548,4.27
32549,2.63
32550,3.51
32551,1.49
32552,1.32
32553,2.81
32554,3.44
32555,6.9
32556,6.21
32557,2.8
32558,6.57
32559,2.69
32560,5.47
32561,2.78
32562,6.06
32563,7.79
32564,8.0
32565,8.0
32566,8.0
32567,8.0
32568,7.93
32569,7.72
32570,3.6
32571,7.45
32572,7.23
32573,2.77
32574,5.72
32575,6.61
32576,3.53
32577,4.59
32578,6.32
32579,6.72
32580,7.38
32581,6.68
32582,2.89
32583,3.23
32584,6.21
32585,3.37
32586,5.27
32587,6.67
32588,2.12
32589,2.03
32590,1.97
32591,5.78
32592,3.74
32593,1.99
32594,2.28
32595,6.38
32596,1.8
32597,1.54
32598,3.64
32599,4.04
32600,2.48
32601,1.61
32602,1.93
32603,6.06
32604,3.18
32605,6.32
32606,4.75
32607,6.72
32608,4.52
32609,3.56
32610,3.43
32611,4.36
32612,6.06
32613,5.04
32614,2.22
32615,7.73
32616,8.0
32617,8.0
32618,8.0
32619,8.0
32620,7.79
32621,8.0
32622,7.25
32623,5.54
32624,7.51
32625,7.09
32626,3.52
32627,6.81
32628,7.65
32629,8.0
32630,7.81
32631,7.93
32632,7.94
32633,7.79
32634,7.79
32635,7.44
32636,7.86
32637,7.37
32638,3.66
32639,7.44
32640,7.31
32641,6.83
32642,7.2
32643,7.05
32644,2.8
32645,6.94
32646,7.02
32647,7.58
32648,6.84
32649,5.69
32650,7.05
32651,7.31
32652,7.49
32653,7.62
32654,7.27
32655,3.79
32656,5.12
32657,7.74
32658,6.28
32659,4.63
32660,3.34
32661,2.85
32662,3.14
32663,2.42
32664,3.55
32665,2.88
32666,1.2
32667,6.25
32668,2.72
32669,2.26
32670,2.45
32671,6.15
32672,3.0
32673,1.78
32674,2.84
32675,7.02
32676,3.87
32677,5.64
32678,2.24
32679,3.08
32680,2.9
32681,5.89
32682,3.68
32683,6.14
32684,5.97
32685,5.85
32686,6.96
32687,6.6
32688,2.47
32689,1.44
32690,1.75
32691,3.16
32692,2.4
32693,2.05
32694,2.5
32695,3.51
32696,5.15
32697,7.31
32698,7.16
32699,9.22
32700,10.42
32701,12.19
32702,16.46
32703,13.36
32704,11.32
32705,6.43
32706,5.58
32707,6.32
32708,6.25
32709,7.32
32710,12.01
32711,13.02
32712,11.61
32713,8.14
32714,9.41
32715,9.19
32716,5.32
32717,7.08
32718,9.6
32719,9.15
32720,6.65
32721,6.27
32722,5.86
32723,3.92
